name,status,feat_type,reo,x,y
Bridal Veil Falls,Unofficial Recorded,Waterfall,0,168.245194,-44.701167
Bridal Veil Falls,Unofficial Recorded,Waterfall,0,168.685222,-44.845028
Bridal Veil Falls,Unofficial Recorded,Waterfall,0,174.896528,-37.908167
Bridal Veil Falls Scenic Reserve,Unofficial Replaced,scenic reserve,0,174.893941,-37.908572
Bride Burn,Unofficial Replaced,Stream,0,168.319938,-44.552466
Bride Peaks,Unofficial Replaced,Hill,0,168.318179,-44.522899
Brides Veil Stream,Unofficial Recorded,Stream,0,168.683972,-44.516333
Brides Veil Waterfall,Unofficial Recorded,Waterfall,0,168.681111,-44.505444
Brides Veil or Hairora Falls,Unofficial Recorded,Waterfall,1,169.24775,-46.564583
Bridge Creek,Unofficial Recorded,Stream,0,167.801361,-45.561194
Bridge Creek,Unofficial Recorded,Stream,0,172.359361,-42.92475
Bridge Flat,Unofficial Recorded,Flat,0,169.270083,-44.179722
Bridge Gully,Official Assigned,Valley,0,173.956887,-41.636918
Bridge Hill,Official Assigned,Hill,0,171.714155,-43.155588
Bridge Hill,Unofficial Recorded,Suburb,0,169.382556,-45.263861
Bridge Pa,Unofficial Recorded,Site,0,176.756028,-39.648667
Bridge Peak,Official Assigned,Hill,0,175.273711,-40.936218
Bridge Point,Official Assigned,Point,0,170.883835,-45.221776
Bridge Pool,Official Assigned,Pool,0,175.818662,-38.985561
Bridge Road Scenic Reserve,Official Validated,scenic reserve,0,175.774722,-40.495278
Bridge Stream,Unofficial Recorded,Stream,0,172.254833,-42.856333
Bridge or McLean Creek,Unofficial Recorded,Stream,0,171.260028,-42.428556
Bridgend,Official Assigned,Locality,0,172.651894,-43.418449
Bridges Creek,Unofficial Recorded,Stream,0,168.494306,-44.6845
Bridges Saddle,Unofficial Recorded,Pass,0,168.546889,-44.672417
Bridges Spur,Unofficial Recorded,Ridge,0,168.492056,-44.689472
Bridget Point,Unofficial Recorded,Point,0,167.914528,-44.643333
Brig Point,Unofficial Recorded,Point,0,167.113722,-45.430944
Brig Rock,Unofficial Recorded,Island,0,167.783667,-44.524278
Brigham Creek,Unofficial Recorded,Stream,0,174.599111,-36.784944
Brighams Leap,Unofficial Recorded,Cliff,0,168.895056,-45.739806
Bright Water,Unofficial Recorded,Stream,0,169.196611,-44.093889
Bright Water Spring,Unofficial Recorded,Spring,0,168.688833,-45.434861
Brightlands Bay,Unofficial Recorded,Bay,0,173.854583,-41.0595
Brighton,Unofficial Recorded,Locality,0,170.326778,-45.95
Brighton Recreation Reserve,Official Validated,recreation reserve,0,170.329167,-45.947778
Brightwater,Unofficial Recorded,Locality,0,173.094139,-41.376028
Brinns Point,Unofficial Recorded,Point,0,170.652778,-45.670861
Briny Brook,Unofficial Replaced,Stream,0,173.977734,-42.007117
Brisk Water,Unofficial Recorded,Stream,0,169.286333,-44.031972
Brissenden Stream,Official Assigned,Stream,0,174.486091,-36.870373
Bristed Stream,Unofficial Recorded,Stream,0,171.355694,-43.088083
Bristol Pass,Unofficial Recorded,Pass,0,172.742556,-41.883111
Bristol Top,Unofficial Recorded,Hill,0,170.214083,-43.532861
Bristow Rock,Unofficial Recorded,Reef,0,166.985,-45.229167
Britannia Stream,Unofficial Recorded,Stream,0,171.810667,-41.706
British Peak,Unofficial Recorded,Hill,0,174.735611,-41.258361
British-American Spur,Unofficial Recorded,Ridge,0,168.680472,-44.77725
Britomart Memorial Historic Reserve,Official Validated,historic reserve,0,172.948889,-43.815556
Britomart Station,Unofficial Recorded,Railway Station,0,174.767556,-36.844139
Brixton,Unofficial Recorded,Locality,0,174.212194,-39.014944
Broad Bay,Official Assigned,Bay,0,167.594589,-47.260503
Broad Bay,Unofficial Recorded,Locality,0,170.621167,-45.849111
Broad Bay Recreation Reserve,Official Validated,recreation reserve,0,170.412222,-45.900556
Broad Creek,Official Assigned,Stream,0,171.171918,-43.273541
Broad Gully,Unofficial Recorded,Locality,0,171.042722,-44.824833
Broad Head,Unofficial Recorded,Point,0,167.635583,-47.26575
Broad Spur,Unofficial Recorded,Ridge,0,168.507333,-44.67375
Broad Spur,Unofficial Recorded,Ridge,0,168.933722,-44.543917
Broad Stream,Unofficial Recorded,Stream,0,169.927167,-45.793194
Broad Stream,Unofficial Recorded,Stream,0,171.643583,-43.047306
Broadbent Flat,Official Assigned,Recreation,0,175.531397,-39.301389
Broadfield,Official Assigned,Locality,0,172.467459,-43.603451
Broadlands,Unofficial Recorded,Locality,0,176.333194,-38.511028
Broadlands Road Geo-thermal Scenic Reserve,Official Validated,scenic reserve,0,176.113611,-38.679167
Broadleaf Gully,Unofficial Recorded,Valley,0,169.624556,-46.027639
Broadleaf Stream,Official Assigned,Stream,0,171.259406,-43.740686
Broadleaf Stream,Official Assigned,Stream,0,171.925099,-43.138342
Broadmeadows,Unofficial Recorded,Suburb,0,174.782417,-41.237306
Broadway Recreation Reserve,Official Validated,recreation reserve,0,175.786111,-39.811944
Broadwood,Unofficial Recorded,Locality,0,173.390806,-35.2575
Broadwood Scenic Reserve,Official Validated,scenic reserve,0,173.385,-35.256944
Brockett,Unofficial Recorded,Hill,0,175.449639,-40.792389
Brockett Creek,Official Assigned,Stream,0,175.432894,-40.731832
Brockett Rocks,Unofficial Recorded,Rock,0,175.442861,-40.727028
Brockley,Unofficial Recorded,Hill,0,171.817917,-43.485444
Brockmans Hill,Unofficial Recorded,Hill,0,170.948167,-45.024806
Brockville,Unofficial Recorded,Suburb,0,170.455694,-45.867056
Brod Bay,Unofficial Recorded,Bay,0,167.670528,-45.398389
Brodie Canyon,Official Adopted,Canyon,0,170.607333,-46.3395
Brodie Seamount,Unofficial Recorded,Seamount,0,-178.963167,-37.439833
Brodie Seamount,Unofficial Recorded,Seamount,0,181.036833,-37.439833
Brodies Creek (Kauhoehoe Stream),Unofficial Recorded,Stream,1,173.440583,-34.86225
Brodrick Pass,Unofficial Recorded,Pass,0,169.716694,-43.957667
Brodrick Peak,Unofficial Recorded,Hill,0,170.393861,-43.498111
Brodrick Stream,Unofficial Recorded,Stream,0,169.347778,-44.115056
Broke-adrift Passage,Unofficial Recorded,Channel,0,166.566528,-46.101028
Broken Axe Pinnacles,Unofficial Recorded,Hill,0,175.430056,-40.829778
Broken Creek,Official Assigned,Stream,0,172.227959,-41.674615
Broken Creek,Unofficial Recorded,Stream,0,170.029111,-43.504667
Broken Hill,Unofficial Recorded,Hill,0,171.777444,-43.159389
Broken Hill,Unofficial Recorded,Hill,0,174.218667,-35.303083
Broken Hills,Unofficial Recorded,Locality,0,175.7335,-37.104194
Broken Islands (Pig Islands),Unofficial Recorded,Island,0,175.29525,-36.218167
Broken Leg Knob,Unofficial Recorded,Hill,0,173.108222,-42.482694
Broken Ridge,Unofficial Recorded,Ridge,0,176.131778,-39.844833
Broken River,Unofficial Recorded,Stream,0,171.699306,-43.147389
Brokenshore Bay,Unofficial Recorded,Bay,0,166.674806,-46.053111
Bromielaw Creek,Unofficial Recorded,Stream,0,171.425528,-41.913194
Bromley,Unofficial Recorded,Suburb,0,172.689278,-43.53525
Bronte,Unofficial Recorded,Locality,0,173.083889,-41.268056
Brookby,Unofficial Recorded,Locality,0,174.995139,-36.986778
Brooke Stream,Unofficial Replaced,Stream,0,175.808009,-37.706615
Brookfield,Unofficial Recorded,Suburb,0,176.133056,-37.686944
Brooklands,Unofficial Recorded,Locality,0,172.702917,-43.400778
Brooklands,Unofficial Recorded,Suburb,0,173.299083,-41.252667
Brooklands,Unofficial Recorded,Suburb,0,174.080972,-39.072
Brooklands Lagoon,Official Assigned,Lake,0,172.706052,-43.408305
Brooklyn,Unofficial Recorded,Locality,0,172.970361,-41.097611
Brooklyn,Unofficial Recorded,Suburb,0,174.757139,-41.308778
Brooklyn Bay Scenic Reserve,Official Validated,scenic reserve,0,173.751111,-41.248333
Brooklyn Scenic Reserve,Official Validated,scenic reserve,0,172.937778,-41.092778
Brooklyn Stream,Unofficial Recorded,Stream,0,172.9365,-41.100889
Brooks Creek,Unofficial Recorded,Stream,0,171.651417,-43.894
Brookside,Unofficial Recorded,Locality,0,172.293333,-43.696472
Broom Brook,Unofficial Recorded,Stream,0,169.882222,-43.776889
Broom Stream,Unofficial Recorded,Stream,0,172.176861,-43.125472
Broom Stream,Unofficial Recorded,Stream,0,172.800333,-42.615
Broomfield,Unofficial Recorded,Locality,0,172.6795,-43.119944
Broomfield,Unofficial Recorded,Suburb,0,172.527361,-43.5295
Brother Peaks,Unofficial Recorded,Hill,0,170.336889,-45.377083
Brothers Peak,Unofficial Recorded,Hill,0,170.52,-45.549444
Brothers Stream,Official Assigned,Stream,0,173.564368,-41.565174
Brothers Stream,Unofficial Recorded,Stream,0,170.626028,-44.676889
Brothers Telegraph Office,Unofficial Replaced,Building,0,174.441751,-41.103058
Brothers Volcano,Unofficial Recorded,Seamount,0,179.0675,-34.882167
Brough Creek,Unofficial Recorded,Stream,0,172.881278,-41.67925
Brougham Crossing,Unofficial Recorded,Ford,0,175.74875,-39.429056
Brougham Street Recreation Reserve,Official Validated,recreation reserve,0,171.619722,-41.751944
Broughton Arm,Unofficial Recorded,Bay,0,166.922472,-45.559194
Broughton Bay,Unofficial Recorded,Bay,0,173.939333,-41.217583
Broughton Bay Scenic Reserve,Official Validated,scenic reserve,0,173.955278,-41.210833
Brow Creek,Unofficial Recorded,Stream,0,171.02175,-43.049778
Brow Peak,Unofficial Recorded,Hill,0,168.80375,-44.909556
Brown Cow,Official Approved,Hill,0,172.587583,-40.881861
Brown Cow Ridge,Official Approved,Ridge,0,172.578694,-40.865917
Brown Creek,Official Assigned,Stream,0,172.187358,-41.755766
Brown Creek,Unofficial Recorded,Stream,0,171.815028,-42.340611
Brown Creek,Unofficial Recorded,Stream,0,171.925056,-41.881861
Brown Creek,Unofficial Recorded,Stream,0,172.187358,-41.755766
Brown Creek,Unofficial Recorded,Stream,0,172.874111,-41.442694
Brown Creek,Unofficial Replaced,Stream,0,172.083022,-41.775929
Brown Creek,Unofficial Replaced,Stream,0,172.145765,-41.762772
Brown Dome,Unofficial Recorded,Hill,0,169.406833,-46.312528
Brown Drain,Unofficial Recorded,Stream,0,174.239222,-35.653944
Brown Grey River,Unofficial Recorded,Stream,0,172.099583,-42.366333
Brown Hill,Official Approved,Hill,0,172.427778,-40.894028
Brown Hill,Unofficial Recorded,Hill,0,171.849806,-42.937056
Brown Hill,Unofficial Replaced,Hill,0,170.323957,-44.425693
Brown Knob,Official Approved,Hill,0,172.601639,-40.859861
Brown Owl,Unofficial Recorded,Suburb,0,175.091667,-41.10325
Brown Peak,Unofficial Recorded,Hill,0,167.89375,-45.621972
Brown Point,Unofficial Recorded,Point,0,166.995,-45.126222
Brown River,Official Approved,Stream,0,172.411583,-40.867861
Brown River,Unofficial Recorded,Stream,0,171.546722,-42.674
Brown River,Unofficial Recorded,Stream,0,173.580333,-41.20725
Brown Saddle,Official Assigned,Pass,0,171.194276,-43.705262
Brown Stream,Official Assigned,Stream,0,173.839767,-41.85667
Brown Stream,Unofficial Recorded,Stream,0,171.884111,-41.617278
Browne Falls,Official Assigned,Waterfall,0,167.085508,-45.399273
Browne Island,Unofficial Recorded,Island,0,168.25125,-44.141667
Browne Stream,Official Assigned,Stream,0,174.506596,-36.926479
Brownes Bay,Official Assigned,Bay,0,174.712708,-36.472497
Brownes Knobs,Unofficial Recorded,Hill,0,169.020528,-43.913472
Browning Creek,Unofficial Recorded,Stream,0,169.813583,-43.830611
Browning Pass/Noti Raureka,Official Altered,Pass,2,171.347434,-42.950984
Browning Range,Unofficial Recorded,Range,0,168.998861,-43.99475
Browning Range,Unofficial Recorded,Range,0,171.234028,-42.921083
Browning Rivulet,Unofficial Recorded,Stream,0,168.630972,-44.059889
Browning Stream,Unofficial Recorded,Stream,0,173.261556,-41.412278
Brownrigg Point,Unofficial Recorded,Point,0,174.855417,-36.446806
Browns,Unofficial Recorded,Locality,0,168.416833,-46.148556
Browns Bay,Official Assigned,Suburb,0,174.742263,-36.716346
Browns Bay,Unofficial Recorded,Bay,0,174.881194,-41.103778
Browns Beach,Unofficial Recorded,Locality,0,171.387694,-44.256306
Browns Creek,Unofficial Recorded,Stream,0,169.746194,-44.830306
Browns Creek,Unofficial Recorded,Stream,0,170.274833,-44.885694
Browns Creek,Unofficial Recorded,Stream,0,171.828389,-41.844139
Browns Garden,Official Assigned,Point,0,168.195173,-47.063528
Browns Hill,Unofficial Recorded,Hill,0,174.499639,-36.248611
Browns Island,Unofficial Recorded,Place,0,171.800694,-42.50775
Browns Island (Motukorea),Unofficial Recorded,Island,1,174.88125,-36.832028
Browns Island Recreation Reserve,Official Validated,recreation reserve,0,174.894444,-36.830556
Browns Refuge,Unofficial Recorded,Bay,0,168.242389,-44.156639
Browns Rock,Unofficial Recorded,Island,0,172.0785,-43.3775
Browns Stream,Official Assigned,Stream,0,174.980673,-41.349062
Browns Terrace,Unofficial Recorded,Flat,0,171.48775,-41.892222
Browns Track,Unofficial Discontinued,Track,0,174.961397,-41.343988
Browns stream,Unofficial Recorded,Stream,0,172.738333,-42.664528
Bruce Bay,Unofficial Recorded,Bay,0,169.580306,-43.592556
Bruce Bay,Unofficial Recorded,Locality,0,169.591361,-43.607278
Bruce Creek,Unofficial Recorded,Stream,0,171.442417,-42.663778
Bruce Creek,Unofficial Recorded,Stream,0,172.673417,-41.256111
Bruce Glen,Official Assigned,Valley,0,174.523802,-36.97244
Bruce Hill,Unofficial Recorded,Hill,0,175.500917,-40.817972
Bruce Memorial Scenic Reserve,Official Validated,scenic reserve,0,175.4625,-39.867778
Bruce Murray,Official Assigned,Hill,0,170.46815,-43.470436
Bruce Park Scenic Reserve,Official Validated,scenic reserve,0,175.531389,-39.960556
Bruce Peak,Official Assigned,Hill,0,169.769581,-44.085232
Bruce Road Recreation Reserve,Official Validated,recreation reserve,0,175.600556,-40.753333
Bruce Rocks,Unofficial Recorded,Rock,0,170.286417,-45.971611
Bruce Saddle,Official Assigned,Pass,0,171.533171,-43.079794
Bruce Stream,Unofficial Recorded,Stream,0,171.587611,-43.042139
Bruce Stream,Unofficial Recorded,Stream,0,173.235417,-42.827861
Bruce Stream,Unofficial Recorded,Stream,0,175.64575,-40.714639
Bruces Hill,Unofficial Recorded,Hill,0,175.640278,-40.745
Bruckner Glacier,Unofficial Recorded,Glacier,0,168.547861,-44.49275
Brums Creek,Unofficial Recorded,Stream,0,171.510028,-42.673944
Brunel Peaks,Unofficial Recorded,Hill,0,167.777194,-45.748694
Brunner,Unofficial Recorded,Locality,0,171.313222,-42.434194
Brunner Col,Unofficial Recorded,Pass,0,170.028278,-43.701556
Brunner Peninsula,Official Assigned,Peninsula,0,172.836655,-41.810399
Brunner Range,Unofficial Recorded,Range,0,172.053528,-41.87375
Brunswick,Unofficial Recorded,Locality,0,175.034556,-39.844861
Brunswick Creek,Unofficial Recorded,Stream,0,171.190861,-43.035667
Brunswick Ridge,Unofficial Recorded,Ridge,0,171.182361,-43.050556
Brunton Stream,Unofficial Recorded,Stream,0,175.720278,-37.086778
Bruntwood,Unofficial Recorded,Locality,0,175.432944,-37.846667
Bryan Bay,Official Assigned,Bay,0,174.572084,-37.008839
Bryan Hill,Unofficial Recorded,Hill,0,170.639056,-43.177278
Bryans Hill,Unofficial Recorded,Hill,0,171.660139,-43.5075
Bryant Creek,Unofficial Recorded,Stream,0,172.931028,-41.426028
Bryant Glacier,Unofficial Recorded,Glacier,0,168.287222,-44.823861
Bryant Hill,Unofficial Recorded,Hill,0,175.677056,-40.415056
Bryant Memorial Scenic Reserve,Official Validated,scenic reserve,0,174.823056,-37.826111
Bryant Range,Official Assigned,Range,0,173.287744,-41.431333
Bryant Rocks,Official Assigned,Rock,0,174.068486,-39.29168
Bryants Bay,Unofficial Recorded,Bay,0,175.203722,-36.841556
Bryants Stream,Unofficial Recorded,Stream,0,173.547917,-41.317472
Bryce Burn,Unofficial Recorded,Stream,0,167.560222,-45.961778
Brydone,Unofficial Recorded,Locality,0,168.798556,-46.257083
Brydone Monument,Unofficial Recorded,Site,0,170.888528,-45.127639
Brynavon,Unofficial Recorded,Locality,0,174.456694,-35.6685
Brynderwyn,Unofficial Recorded,Locality,0,174.429917,-36.096139
Brynderwyn Scenic Reserve,Official Validated,scenic reserve,0,174.430556,-36.054722
Brynderwyn Scenic Reserve,Official Validated,scenic reserve,0,174.529167,-36.071111
Bryndwr,Official Assigned,Locality,0,172.589305,-43.504292
Bryneira Range,Official Assigned,Range,0,168.19684,-44.532386
Bryniera Range,Unofficial Replaced,Range,0,168.19684,-44.532386
Bubble Creek,Unofficial Recorded,Stream,0,169.917694,-43.763
Buccleuch,Official Assigned,Locality,0,171.443701,-43.688245
Buccleuch Stream,Official Assigned,Stream,0,171.416431,-43.694905
Buccleugh,Unofficial Replaced,Locality,0,171.443701,-43.688245
Buccleugh Stream,Official Assigned,Stream,0,171.407088,-43.693371
Buchanan Creek,Unofficial Recorded,Stream,0,168.237167,-45.743083
Buchanan Peaks,Unofficial Recorded,Range,0,168.974889,-44.55525
Buchanans Creek,Unofficial Recorded,Stream,0,171.127944,-44.775444
Buck Gully,Official Approved,Valley,0,172.555528,-40.810222
Bucket Cove,Official Assigned,Bay,0,179.028223,-47.750785
Buckhams Brewery Site,Official Validated,Government purpose reserve,0,170.412222,-45.900556
Buckland,Unofficial Recorded,Locality,0,174.916389,-37.224556
Buckland,Unofficial Recorded,Locality,0,175.632889,-37.886333
Buckland Creek,Unofficial Recorded,Stream,0,171.665833,-41.871833
Buckland Peaks,Unofficial Recorded,Hill,0,171.636,-41.887806
Bucklands Bay,Unofficial Recorded,Bay,0,173.871444,-41.015611
Bucklands Beach,Unofficial Recorded,Beach,0,174.9025,-36.867861
Bucklands Beach,Unofficial Recorded,Suburb,0,174.90125,-36.865222
Bucklands Crossing,Unofficial Recorded,Locality,0,170.572417,-45.603028
Buckler Burn,Unofficial Recorded,Stream,0,168.418528,-44.845972
Buckleton Beach,Official Assigned,Locality,0,174.747244,-36.391583
Buckleys Bay Scenic Reserve,Official Validated,scenic reserve,0,172.735556,-43.598056
Buckton Creek,Unofficial Recorded,Stream,0,167.834889,-46.094389
Buddles Creek,Unofficial Recorded,Stream,0,176.637806,-38.1155
Budge Creek,Unofficial Recorded,Stream,0,172.018056,-41.646278
Budges Island,Unofficial Recorded,Island,0,174.072417,-41.527306
Buffalo Beach,Unofficial Recorded,Beach,0,175.700333,-36.815528
Buffalo Beach Scenic Reserve,Official Validated,scenic reserve,0,175.695278,-36.811111
Buffers Creek,Unofficial Recorded,Stream,0,169.608917,-43.890667
Buggy Stream,Unofficial Recorded,Stream,0,175.550639,-36.966639
Bulkays Landing,Unofficial Recorded,Place,0,167.860583,-44.451944
Bull Basin,Unofficial Recorded,Basin,0,167.867917,-45.744917
Bull Creek,Official Assigned,Stream,0,172.214082,-42.767536
Bull Creek,Unofficial Recorded,Stream,0,167.756528,-46.23625
Bull Creek,Unofficial Recorded,Stream,0,170.003667,-43.455444
Bull Creek,Unofficial Recorded,Stream,0,170.079389,-46.135056
Bull Creek,Unofficial Recorded,Stream,0,170.122,-45.986167
Bull Creek,Unofficial Recorded,Stream,0,171.51675,-41.759056
Bull Creek,Unofficial Recorded,Stream,0,171.939722,-42.329417
Bull Creek,Unofficial Recorded,Stream,0,172.020583,-42.817667
Bull Creek,Unofficial Recorded,Stream,0,172.345444,-41.594833
Bull Creek,Unofficial Recorded,Stream,0,172.608694,-41.942194
Bull Creek,Unofficial Recorded,Stream,0,173.064889,-41.501056
Bull Flat Creek,Unofficial Recorded,Stream,0,169.528611,-44.186417
Bull Gully,Unofficial Recorded,Valley,0,173.558667,-42.118389
Bull Head,Official Assigned,Point,0,174.156803,-41.212326
Bull Island,Unofficial Recorded,Island,0,169.132611,-44.649528
Bull Mound,Unofficial Recorded,Hill,0,175.316806,-40.981417
Bull Mound Creek,Unofficial Recorded,Stream,0,175.320972,-40.990472
Bull Paddock Flat,Official Assigned,Flat,0,172.964724,-41.789473
Bull Paddock Stream,Official Assigned,Stream,0,172.964743,-41.808521
Bull Point,Official Assigned,Point,0,168.088224,-46.954905
